time,P,G(i),H_sun,T2m,WS10m,Int
20230411:0310,0.0,0.0,0.0,8.13,0.9,0.0
20230411:0410,0.0,0.0,0.0,8.74,0.0,0.0
20230411:0510,0.0,4.19,3.48,8.52,0.55,0.0
20230411:0610,84.77,124.73,13.97,8.87,0.48,0.0
20230411:0710,167.65,214.17,24.38,11.58,0.55,0.0
20230411:0810,449.43,556.47,34.26,13.76,0.83,0.0
20230411:0910,626.36,781.85,42.99,15.06,1.93,0.0
20230411:1010,609.56,765.82,49.58,16.56,2.14,0.0
20230411:1110,720.3,923.48,52.74,17.98,2.34,0.0
20230411:1210,733.84,939.76,51.57,18.86,2.83,0.0
20230411:1310,677.1,860.04,46.42,19.64,3.03,0.0
20230411:1410,601.22,756.0,38.55,19.87,3.03,0.0
20230411:1510,435.01,544.82,29.11,20.04,2.97,0.0
20230411:1610,227.17,303.29,18.88,19.75,2.83,0.0
20230411:1710,39.16,82.25,8.38,18.83,2.62,0.0
20230411:1810,0.0,0.0,0.0,16.78,2.76,0.0
20230411:1910,0.0,0.0,0.0,14.6,3.03,0.0
20230411:2010,0.0,0.0,0.0,13.44,2.83,0.0
20230411:2110,0.0,0.0,0.0,12.44,2.69,0.0
20230411:2210,0.0,0.0,0.0,11.93,2.48,0.0
20230411:2310,0.0,0.0,0.0,11.61,2.28,0.0
20230412:0010,0.0,0.0,0.0,10.56,2.0,0.0
20230412:0110,0.0,0.0,0.0,9.92,1.45,0.0
20230412:0210,0.0,0.0,0.0,10.78,0.34,0.0
20230412:0310,0.0,0.0,0.0,8.72,1.38,0.0
20230412:0410,0.0,0.0,0.0,8.41,1.86,0.0
20230412:0510,0.0,2.52,3.79,8.44,1.79,0.0
20230412:0610,17.98,34.37,14.28,9.67,1.45,0.0
20230412:0710,49.39,74.16,24.69,11.65,2.34,0.0
20230412:0810,128.86,167.67,34.59,12.76,2.69,0.0
20230412:0910,288.34,354.4,43.33,14.43,3.03,0.0
20230412:1010,258.66,322.1,49.95,15.62,2.83,0.0
20230412:1110,596.44,744.14,53.11,16.23,2.55,0.0
20230412:1210,582.77,733.21,51.91,16.91,2.0,0.0
20230412:1310,116.16,156.47,46.71,17.44,1.59,0.0
20230412:1410,162.24,210.91,38.8,17.34,1.79,0.0
20230412:1510,28.04,48.84,29.33,17.34,2.62,0.0
20230412:1610,25.35,45.22,19.1,16.92,3.17,0.0
20230412:1710,6.35,18.09,8.59,16.35,3.24,0.0
20230412:1810,0.0,0.0,0.0,15.7,3.38,0.0
20230412:1910,0.0,0.0,0.0,12.51,2.41,0.0
20230412:2010,0.0,0.0,0.0,12.14,2.0,0.0
20230412:2110,0.0,0.0,0.0,11.92,1.59,0.0
20230412:2210,0.0,0.0,0.0,11.4,1.24,0.0
20230412:2310,0.0,0.0,0.0,11.3,1.24,0.0
20230413:0010,0.0,0.0,0.0,11.14,1.24,0.0
20230413:0110,0.0,0.0,0.0,11.04,1.38,0.0
20230413:0210,0.0,0.0,0.0,10.85,1.45,0.0
20230413:0310,0.0,0.0,0.0,10.7,1.38,0.0
20230413:0410,0.0,0.0,0.0,10.53,1.31,0.0
20230413:0510,0.0,2.52,4.09,10.44,0.9,0.0
20230413:0610,49.69,74.74,14.58,10.46,0.55,0.0
20230413:0710,305.88,381.8,25.0,11.03,1.24,0.0
20230413:0810,59.06,85.92,34.91,11.74,1.03,0.0
20230413:0910,49.97,75.07,43.68,12.06,1.24,0.0
20230413:1010,55.97,82.3,50.31,12.2,1.66,0.0
20230413:1110,113.81,150.14,53.48,11.63,0.97,0.0
20230413:1210,257.1,314.8,52.25,11.32,2.41,0.0
20230413:1310,61.97,88.63,47.01,10.46,4.07,0.0
20230413:1410,236.92,286.44,39.05,9.5,4.55,0.0
20230413:1510,173.25,214.4,29.56,8.94,4.14,0.0
20230413:1610,93.98,125.75,19.31,8.98,3.24,0.0
20230413:1710,41.07,73.19,8.8,9.22,2.55,0.0
20230413:1810,0.0,0.0,0.0,8.61,1.72,0.0
20230413:1910,0.0,0.0,0.0,9.44,0.83,0.0
20230413:2010,0.0,0.0,0.0,8.41,1.31,0.0
20230413:2110,0.0,0.0,0.0,7.78,2.14,0.0
20230413:2210,0.0,0.0,0.0,7.31,2.14,0.0
20230413:2310,0.0,0.0,0.0,7.02,1.93,0.0
20230414:0010,0.0,0.0,0.0,6.77,1.79,0.0
20230414:0110,0.0,0.0,0.0,6.58,1.86,0.0
20230414:0210,0.0,0.0,0.0,6.21,2.0,0.0
20230414:0310,0.0,0.0,0.0,5.75,2.14,0.0
20230414:0410,0.0,0.0,0.0,5.44,2.28,0.0
20230414:0510,6.48,17.62,4.4,5.2,2.62,0.0
20230414:0610,111.0,174.22,14.88,6.43,2.69,0.0
20230414:0710,348.61,427.0,25.3,8.94,2.83,0.0
20230414:0810,564.21,678.56,35.23,12.32,3.79,0.0
20230414:0910,721.85,884.99,44.02,14.81,4.28,0.0
20230414:1010,806.89,1009.37,50.67,16.52,4.34,0.0
20230414:1110,868.55,1109.02,53.84,17.42,3.86,0.0
20230414:1210,849.67,1094.24,52.58,18.07,3.31,0.0
20230414:1310,770.04,984.17,47.3,18.49,3.03,0.0
20230414:1410,647.28,813.52,39.3,18.71,3.03,0.0
20230414:1510,458.38,571.69,29.78,18.63,2.83,0.0
20230414:1610,251.46,334.36,19.52,18.24,2.28,0.0
20230414:1710,43.01,91.27,9.01,17.17,1.59,0.0
20230414:1810,0.0,0.0,0.0,14.81,2.28,0.0
20230414:1910,0.0,0.0,0.0,12.16,2.34,0.0
20230414:2010,0.0,0.0,0.0,10.51,2.55,0.0
20230414:2110,0.0,0.0,0.0,9.59,2.48,0.0
20230414:2210,0.0,0.0,0.0,8.86,2.14,0.0
20230414:2310,0.0,0.0,0.0,8.06,2.07,0.0
20230415:0010,0.0,0.0,0.0,7.3,1.59,0.0
20230415:0110,0.0,0.0,0.0,8.83,0.76,0.0
20230415:0210,0.0,0.0,0.0,6.53,1.24,0.0
20230415:0310,0.0,0.0,0.0,5.99,1.1,0.0
20230415:0410,0.0,0.0,0.0,6.54,0.21,0.0
20230415:0510,3.9,13.42,4.7,4.69,1.24,0.0
20230415:0610,87.75,122.34,15.18,5.76,1.1,0.0
20230415:0710,176.56,222.17,25.61,9.74,1.03,0.0
20230415:0810,510.82,626.07,35.54,11.98,1.31,0.0
20230415:0910,603.03,758.84,44.36,13.76,0.9,0.0
20230415:1010,726.25,949.75,51.03,15.16,0.62,0.0
20230415:1110,729.8,964.99,54.21,16.23,0.55,0.0
20230415:1210,575.51,742.05,52.92,16.85,0.48,0.0
20230415:1310,650.81,851.06,47.58,17.37,0.48,0.0
20230415:1410,315.11,397.95,39.55,17.67,0.55,0.0
20230415:1510,429.21,542.68,30.0,17.89,0.9,0.0
20230415:1610,219.84,291.7,19.72,17.19,1.17,0.0
20230415:1710,43.25,83.43,9.22,16.43,1.72,0.0
20230415:1810,0.0,0.0,0.0,14.58,2.14,0.0
20230415:1910,0.0,0.0,0.0,13.01,1.52,0.0
20230415:2010,0.0,0.0,0.0,11.09,1.45,0.0
20230415:2110,0.0,0.0,0.0,9.31,2.0,0.0
20230415:2210,0.0,0.0,0.0,8.41,1.86,0.0
20230415:2310,0.0,0.0,0.0,8.64,1.38,0.0
20230416:0010,0.0,0.0,0.0,9.16,1.1,0.0
20230416:0110,0.0,0.0,0.0,9.15,0.83,0.0
20230416:0210,0.0,0.0,0.0,8.71,0.0,0.0
20230416:0310,0.0,0.0,0.0,7.09,1.1,0.0
20230416:0410,0.0,0.0,0.0,5.67,1.38,0.0
20230416:0510,9.82,22.65,5.0,5.56,1.17,0.0
20230416:0610,111.41,173.87,15.48,7.27,0.83,0.0
20230416:0710,331.79,416.63,25.91,10.52,0.34,0.0
20230416:0810,531.92,661.99,35.86,13.05,0.76,0.0
20230416:0910,651.04,827.31,44.69,14.88,1.03,0.0
20230416:1010,695.94,899.93,51.39,16.27,1.1,0.0
20230416:1110,809.01,1080.18,54.57,17.34,1.03,0.0
20230416:1210,801.34,1077.4,53.25,18.19,0.9,0.0
20230416:1310,731.11,962.12,47.87,19.1,1.24,0.0
20230416:1410,614.77,793.4,39.79,19.5,1.17,0.0
20230416:1510,444.36,567.36,30.22,19.75,0.97,0.0
20230416:1610,244.41,327.01,19.93,19.08,2.07,0.0
20230416:1710,43.13,89.12,9.43,17.52,2.62,0.0
20230416:1810,0.0,0.0,0.0,15.22,2.69,0.0
20230416:1910,0.0,0.0,0.0,13.96,3.52,0.0
20230416:2010,0.0,0.0,0.0,12.56,3.24,0.0
20230416:2110,0.0,0.0,0.0,11.65,2.62,0.0
20230416:2210,0.0,0.0,0.0,10.52,2.07,0.0
20230416:2310,0.0,0.0,0.0,9.2,1.66,0.0
20230417:0010,0.0,0.0,0.0,9.12,1.17,0.0
20230417:0110,0.0,0.0,0.0,9.7,0.83,0.0
20230417:0210,0.0,0.0,0.0,9.05,0.83,0.0
20230417:0310,0.0,0.0,0.0,6.73,1.31,0.0
20230417:0410,0.0,0.0,0.0,5.76,1.31,0.0
20230417:0510,11.01,24.33,5.29,5.34,1.17,0.0
20230417:0610,112.08,174.86,15.77,7.96,0.76,0.0
20230417:0710,329.95,417.75,26.2,11.99,0.21,0.0
20230417:0810,523.1,662.65,36.17,14.51,0.14,0.0
20230417:0910,662.39,863.35,45.02,16.22,0.34,0.0
20230417:1010,761.74,1005.71,51.74,17.51,1.03,0.0
20230417:1110,809.56,1073.49,54.92,18.33,1.52,0.0
20230417:1210,803.51,1063.88,53.57,18.93,1.66,0.0
20230417:1310,739.08,966.5,48.15,19.33,1.66,0.0
20230417:1410,599.98,763.57,40.03,19.36,1.86,0.0
20230417:1510,445.55,560.27,30.44,19.09,2.07,0.0
20230417:1610,242.01,322.33,20.14,18.33,2.28,0.0
20230417:1710,43.36,90.21,9.63,17.56,2.14,0.0
20230417:1810,0.0,0.0,0.0,15.88,2.28,0.0
20230417:1910,0.0,0.0,0.0,14.03,2.07,0.0
20230417:2010,0.0,0.0,0.0,12.21,1.66,0.0
20230417:2110,0.0,0.0,0.0,12.94,0.76,0.0
20230417:2210,0.0,0.0,0.0,12.42,0.28,0.0
20230417:2310,0.0,0.0,0.0,10.16,1.31,0.0
20230418:0010,0.0,0.0,0.0,8.12,1.79,0.0
20230418:0110,0.0,0.0,0.0,7.53,1.72,0.0
20230418:0210,0.0,0.0,0.0,7.15,1.66,0.0
20230418:0310,0.0,0.0,0.0,7.22,1.52,0.0
20230418:0410,0.0,0.0,0.0,6.81,1.59,0.0
20230418:0510,5.9,16.78,5.58,6.22,1.66,0.0
20230418:0610,102.56,145.82,16.05,8.42,1.17,0.0
20230418:0710,297.32,373.23,26.5,12.66,1.1,0.0
20230418:0810,519.64,647.92,36.47,15.46,1.38,0.0
20230418:0910,665.79,856.31,45.35,17.44,1.24,0.0
20230418:1010,746.12,1003.48,52.09,18.93,0.55,0.0
20230418:1110,787.84,1076.49,55.28,19.9,0.62,0.0
20230418:1210,793.96,1072.21,53.9,20.24,1.1,0.0
20230418:1310,699.1,929.85,48.43,20.35,0.83,0.0
20230418:1410,602.49,790.18,40.27,20.5,0.55,0.0
20230418:1510,425.77,548.06,30.65,20.54,0.55,0.0
20230418:1610,212.37,286.49,20.34,20.4,1.1,0.0
20230418:1710,43.83,89.38,9.84,19.54,2.0,0.0
20230418:1810,0.0,0.0,0.0,17.44,2.76,0.0
20230418:1910,0.0,0.0,0.0,15.76,2.55,0.0
20230418:2010,0.0,0.0,0.0,14.44,2.48,0.0
20230418:2110,0.0,0.0,0.0,13.29,2.69,0.0
20230418:2210,0.0,0.0,0.0,12.55,2.69,0.0
20230418:2310,0.0,0.0,0.0,11.91,2.69,0.0
20230419:0010,0.0,0.0,0.0,11.39,2.48,0.0
20230419:0110,0.0,0.0,0.0,10.84,2.21,0.0
20230419:0210,0.0,0.0,0.0,10.02,2.0,0.0
20230419:0310,0.0,0.0,0.0,9.49,1.66,0.0
20230419:0410,0.0,0.0,0.0,9.11,1.45,0.0
20230419:0510,13.74,28.52,5.87,9.16,1.17,0.0
20230419:0610,112.18,175.3,16.34,11.42,0.34,0.0
20230419:0710,326.35,415.11,26.78,14.02,0.62,0.0
20230419:0810,521.8,654.71,36.77,16.1,1.17,0.0
20230419:0910,668.36,855.58,45.67,17.46,1.52,0.0
20230419:1010,761.94,1001.3,52.43,18.75,1.52,0.0
20230419:1110,803.56,1072.88,55.63,19.75,1.52,0.0
20230419:1210,799.73,1069.74,54.22,20.56,1.59,0.0
20230419:1310,726.78,960.48,48.71,21.1,1.52,0.0
20230419:1410,609.94,792.16,40.51,21.49,1.38,0.0
20230419:1510,435.27,556.9,30.87,21.67,1.59,0.0
20230419:1610,232.59,315.73,20.54,21.57,1.72,0.0
20230419:1710,43.34,89.33,10.04,20.92,1.79,0.0
20230419:1810,0.0,0.0,0.0,18.68,2.55,0.0
20230419:1910,0.0,0.0,0.0,16.67,2.28,0.0
20230419:2010,0.0,0.0,0.0,14.97,2.62,0.0
20230419:2110,0.0,0.0,0.0,13.62,3.03,0.0
20230419:2210,0.0,0.0,0.0,12.97,3.03,0.0
20230419:2310,0.0,0.0,0.0,12.33,3.03,0.0
20230420:0010,0.0,0.0,0.0,11.54,3.1,0.0
20230420:0110,0.0,0.0,0.0,11.12,3.03,0.0
20230420:0210,0.0,0.0,0.0,10.86,2.9,0.0
20230420:0310,0.0,0.0,0.0,10.81,2.9,0.0
20230420:0410,0.0,0.0,0.0,10.55,2.9,0.0
20230420:0510,0.0,5.03,6.15,10.44,2.9,0.0
20230420:0610,15.89,31.66,16.62,10.85,2.83,0.0
20230420:0710,82.37,113.05,27.07,11.68,3.38,0.0
20230420:0810,27.37,47.03,37.07,12.43,3.59,0.0
20230420:0910,35.84,57.88,45.99,13.15,3.66,0.0
20230420:1010,51.83,77.78,52.77,14.13,3.79,0.0
20230420:1110,44.39,68.74,55.97,14.3,4.21,0.0
20230420:1210,43.45,67.83,54.54,15.3,4.69,0.0
20230420:1310,65.88,94.97,48.98,15.09,4.48,0.0
20230420:1410,35.58,57.88,40.75,14.67,4.28,0.0
20230420:1510,20.85,38.89,31.08,14.89,4.76,0.0
20230420:1610,28.51,48.84,20.75,14.34,4.34,0.0
20230420:1710,32.13,54.16,10.24,13.55,4.28,0.0
20230420:1810,0.0,0.0,0.0,12.72,4.34,0.0
20230420:1910,0.0,0.0,0.0,12.44,4.21,0.0
20230420:2010,0.0,0.0,0.0,12.26,4.14,0.0
20230420:2110,0.0,0.0,0.0,11.82,4.28,0.0
20230420:2210,0.0,0.0,0.0,11.47,4.28,0.0
20230420:2310,0.0,0.0,0.0,11.26,4.41,0.0
20230421:0010,0.0,0.0,0.0,11.09,4.55,0.0
20230421:0110,0.0,0.0,0.0,10.99,4.41,0.0
20230421:0210,0.0,0.0,0.0,10.76,4.07,0.0
20230421:0310,0.0,0.0,0.0,10.71,3.86,0.0
20230421:0410,0.0,0.0,0.0,10.44,3.79,0.0
20230421:0510,16.72,32.72,6.43,10.21,3.66,0.0
20230421:0610,22.72,40.7,16.9,10.46,3.45,0.0
20230421:0710,69.33,97.68,27.35,11.16,2.55,0.0
20230421:0810,228.15,281.17,37.36,11.74,2.48,0.0
20230421:0910,262.37,321.89,46.3,12.9,3.17,0.0
20230421:1010,596.25,733.86,53.11,13.96,2.69,0.0
20230421:1110,419.29,514.83,56.32,14.83,2.55,0.0
20230421:1210,574.92,716.06,54.86,15.92,2.41,0.0
20230421:1310,421.49,521.61,49.25,16.42,2.28,0.0
20230421:1410,111.41,150.14,40.98,16.58,1.93,0.0
20230421:1510,84.67,118.48,31.29,16.62,1.45,0.0
20230421:1610,93.16,128.76,20.95,16.02,1.45,0.0
20230421:1710,34.28,57.92,10.44,15.47,1.93,0.0
20230421:1810,0.0,0.0,0.0,14.41,2.0,0.0
20230421:1910,0.0,0.0,0.0,13.82,1.52,0.0
20230421:2010,0.0,0.0,0.0,12.86,1.79,0.0
20230421:2110,0.0,0.0,0.0,12.15,1.79,0.0
20230421:2210,0.0,0.0,0.0,11.2,1.72,0.0
20230421:2310,0.0,0.0,0.0,10.57,1.38,0.0
20230422:0010,0.0,0.0,0.0,9.64,1.31,0.0
20230422:0110,0.0,0.0,0.0,9.39,1.31,0.0
20230422:0210,0.0,0.0,0.0,8.83,1.52,0.0
20230422:0310,0.0,0.0,0.0,8.12,1.66,0.0
20230422:0410,0.0,0.0,0.0,7.75,1.59,0.0
20230422:0510,16.95,32.72,6.71,7.51,1.52,0.0
20230422:0610,104.67,146.79,17.17,9.67,1.24,0.0
20230422:0710,231.11,290.47,27.63,12.76,1.17,0.0
20230422:0810,365.4,451.52,37.65,14.81,1.38,0.0
20230422:0910,642.55,813.54,46.61,16.12,1.52,0.0
20230422:1010,713.68,932.43,53.45,17.08,0.97,0.0
20230422:1110,735.29,985.47,56.66,18.11,0.48,0.0
20230422:1210,703.75,936.65,55.17,18.86,0.62,0.0
20230422:1310,572.53,741.85,49.52,19.04,0.69,0.0
20230422:1410,581.46,749.75,41.21,19.13,0.83,0.0
20230422:1510,380.16,480.55,31.5,19.21,1.38,0.0
20230422:1610,232.55,312.0,21.14,19.26,2.0,0.0
20230422:1710,47.72,85.26,10.64,18.58,1.72,0.0
20230422:1810,0.0,0.0,0.0,17.16,1.86,0.0
20230422:1910,0.0,0.0,0.0,15.66,1.59,0.0
20230422:2010,0.0,0.0,0.0,13.89,1.52,0.0
20230422:2110,0.0,0.0,0.0,13.68,1.1,0.0
20230422:2210,0.0,0.0,0.0,13.88,0.9,0.0
20230422:2310,0.0,0.0,0.0,13.72,0.62,0.0
20230423:0010,0.0,0.0,0.0,12.92,0.76,0.0
20230423:0110,0.0,0.0,0.0,11.51,1.1,0.0
20230423:0210,0.0,0.0,0.0,11.1,1.03,0.0
20230423:0310,0.0,0.0,0.0,10.7,1.03,0.0
20230423:0410,0.0,0.0,0.0,10.39,1.03,0.0
20230423:0510,5.25,15.94,6.98,10.15,0.9,0.0
20230423:0610,82.8,116.09,17.44,11.19,0.34,0.0
20230423:0710,295.75,375.69,27.9,15.09,0.9,0.0
20230423:0810,506.48,638.92,37.94,16.69,0.9,0.0
20230423:0910,577.89,740.46,46.92,17.82,0.9,0.0
20230423:1010,738.16,975.23,53.77,18.84,1.1,0.0
20230423:1110,793.98,1061.53,56.99,19.79,1.38,0.0
20230423:1210,775.26,1026.6,55.48,20.53,1.79,0.0
20230423:1310,656.07,849.79,49.79,21.46,2.14,0.0
20230423:1410,381.44,484.55,41.44,21.69,1.93,0.0
20230423:1510,292.52,373.07,31.7,21.66,2.28,0.0
20230423:1610,134.41,183.09,21.34,21.09,2.28,0.0
20230423:1710,30.81,53.5,10.84,19.8,2.41,0.0
20230423:1810,0.0,0.0,0.0,18.2,2.21,0.0
20230423:1910,0.0,0.0,0.0,16.52,2.07,0.0
20230423:2010,0.0,0.0,0.0,15.23,2.48,0.0
20230423:2110,0.0,0.0,0.0,14.06,2.28,0.0
20230423:2210,0.0,0.0,0.0,13.17,1.45,0.0
20230423:2310,0.0,0.0,0.0,12.36,0.9,0.0
20230424:0010,0.0,0.0,0.0,11.29,1.66,0.0
20230424:0110,0.0,0.0,0.0,11.03,1.72,0.0
20230424:0210,0.0,0.0,0.0,10.89,1.66,0.0
20230424:0310,0.0,0.0,0.0,11.07,0.97,0.0
20230424:0410,0.0,0.0,0.0,11.51,0.55,0.0
20230424:0510,17.26,33.56,7.25,10.86,0.97,0.0
20230424:0610,121.85,190.25,17.7,11.98,0.97,0.0
20230424:0710,343.5,430.81,28.17,13.74,2.14,0.0
20230424:0810,541.64,667.95,38.22,15.58,2.55,0.0
20230424:0910,688.64,867.19,47.22,17.29,2.69,0.0
20230424:1010,783.84,1005.98,54.1,18.84,3.03,0.0
20230424:1110,825.28,1076.95,57.33,20.2,2.97,0.0
20230424:1210,808.13,1065.63,55.79,21.12,2.48,0.0
20230424:1310,733.88,961.13,50.05,21.89,2.28,0.0
20230424:1410,618.65,793.47,41.67,22.0,2.48,0.0
20230424:1510,442.66,562.71,31.91,21.99,2.55,0.0
20230424:1610,238.42,323.45,21.54,21.58,2.28,0.0
20230424:1710,45.8,95.81,11.04,20.59,1.31,0.0
20230424:1810,0.0,0.0,0.0,18.58,2.0,0.0
20230424:1910,0.0,0.0,0.0,17.52,0.97,0.0
20230424:2010,0.0,0.0,0.0,14.62,1.59,0.0
20230424:2110,0.0,0.0,0.0,12.63,2.21,0.0
20230424:2210,0.0,0.0,0.0,11.51,2.0,0.0
20230424:2310,0.0,0.0,0.0,11.63,1.59,0.0
20230425:0010,0.0,0.0,0.0,10.31,2.14,0.0
20230425:0110,0.0,0.0,0.0,10.15,2.28,0.0
20230425:0210,0.0,0.0,0.0,9.73,2.28,0.0
20230425:0310,0.0,0.0,0.0,9.35,2.48,0.0
20230425:0410,0.0,0.0,0.0,9.22,2.48,0.0
20230425:0510,19.93,36.91,7.51,9.38,2.0,0.0
20230425:0610,124.83,192.32,17.96,11.05,1.93,0.0
20230425:0710,300.39,372.64,28.43,12.69,2.62,0.0
20230425:0810,542.24,659.87,38.49,13.63,2.97,0.0
20230425:0910,569.72,701.88,47.52,14.78,2.62,0.0
20230425:1010,702.45,890.33,54.42,15.82,2.14,0.0
20230425:1110,775.11,1013.03,57.66,17.18,1.59,0.0
20230425:1210,737.24,981.78,56.09,17.95,0.69,0.0
20230425:1310,57.72,86.83,50.31,18.61,0.34,0.0
20230425:1410,619.67,798.67,41.89,19.29,1.24,0.0
20230425:1510,450.53,570.45,32.11,19.66,1.79,0.0
20230425:1610,242.38,326.5,21.73,19.58,1.79,0.0
20230425:1710,47.03,97.46,11.24,18.88,1.31,0.0
20230425:1810,0.0,0.0,0.0,16.87,2.0,0.0
20230425:1910,0.0,0.0,0.0,14.46,2.76,0.0
20230425:2010,0.0,0.0,0.0,12.81,2.9,0.0
20230425:2110,0.0,0.0,0.0,11.7,2.55,0.0
20230425:2210,0.0,0.0,0.0,10.72,2.14,0.0
20230425:2310,0.0,0.0,0.0,9.5,1.79,0.0
20230426:0010,0.0,0.0,0.0,8.94,1.45,0.0
20230426:0110,0.0,0.0,0.0,8.34,1.24,0.0
20230426:0210,0.0,0.0,0.0,7.92,1.17,0.0
20230426:0310,0.0,0.0,0.0,7.56,1.1,0.0
20230426:0410,0.0,0.0,0.0,6.81,1.24,0.0
20230426:0510,20.22,36.91,7.77,6.49,1.31,0.0
20230426:0610,127.78,194.77,18.22,9.09,0.97,0.0
20230426:0710,349.29,439.92,28.69,12.1,0.62,0.0
20230426:0810,540.01,685.9,38.76,14.43,0.14,0.0
20230426:0910,667.61,872.75,47.81,16.12,0.28,0.0
20230426:1010,760.27,1022.33,54.74,17.49,0.41,0.0
20230426:1110,799.77,1087.04,57.98,18.46,0.62,0.0
20230426:1210,786.82,1063.01,56.39,19.17,0.83,0.0
20230426:1310,725.49,965.0,50.57,19.63,0.9,0.0
20230426:1410,594.25,773.85,42.12,19.9,0.69,0.0
20230426:1510,421.7,542.07,32.31,19.89,0.48,0.0
20230426:1610,224.14,303.48,21.93,19.87,0.34,0.0
20230426:1710,49.69,83.07,11.43,19.64,0.21,0.0
20230426:1810,0.0,0.0,0.0,18.39,0.55,0.0
20230426:1910,0.0,0.0,0.0,15.73,1.17,0.0
20230426:2010,0.0,0.0,0.0,15.04,0.9,0.0
20230426:2110,0.0,0.0,0.0,14.63,0.41,0.0
20230426:2210,0.0,0.0,0.0,13.8,0.34,0.0
20230426:2310,0.0,0.0,0.0,13.02,0.34,0.0
20230427:0010,0.0,0.0,0.0,12.21,0.14,0.0
20230427:0110,0.0,0.0,0.0,11.55,0.34,0.0
20230427:0210,0.0,0.0,0.0,11.05,0.83,0.0
20230427:0310,0.0,0.0,0.0,8.49,1.52,0.0
20230427:0410,0.0,0.0,0.0,7.39,1.93,0.0
20230427:0510,23.37,41.11,8.03,7.38,1.86,0.0
20230427:0610,126.45,190.0,18.47,10.75,1.66,0.0
20230427:0710,336.14,421.34,28.94,13.74,2.0,0.0
20230427:0810,479.98,591.59,39.03,15.47,2.28,0.0
20230427:0910,639.62,804.86,48.09,16.99,2.28,0.0
20230427:1010,673.4,860.02,55.05,18.16,2.21,0.0
20230427:1110,716.96,933.04,58.3,19.13,1.86,0.0
20230427:1210,774.83,1028.39,56.69,19.8,1.52,0.0
20230427:1310,705.3,927.95,50.82,20.21,1.31,0.0
20230427:1410,546.89,703.01,42.34,20.49,1.24,0.0
20230427:1510,406.01,519.39,32.51,20.56,1.03,0.0
20230427:1610,228.21,309.84,22.12,20.55,0.9,0.0
20230427:1710,48.41,96.71,11.63,20.09,1.38,0.0
20230427:1810,0.0,0.0,0.0,18.5,2.07,0.0
20230427:1910,0.0,0.0,0.0,16.37,2.62,0.0
20230427:2010,0.0,0.0,0.0,15.1,2.48,0.0
20230427:2110,0.0,0.0,0.0,13.98,2.14,0.0
20230427:2210,0.0,0.0,0.0,13.02,2.07,0.0
20230427:2310,0.0,0.0,0.0,12.2,2.28,0.0
20230428:0010,0.0,0.0,0.0,11.61,2.07,0.0
20230428:0110,0.0,0.0,0.0,10.93,1.93,0.0
20230428:0210,0.0,0.0,0.0,10.24,1.86,0.0
20230428:0310,0.0,0.0,0.0,9.76,1.66,0.0
20230428:0410,0.0,0.0,0.0,9.38,1.52,0.0
20230428:0510,25.03,43.63,8.28,9.73,1.17,0.0
20230428:0610,87.0,120.74,18.71,11.89,0.83,0.0
20230428:0710,250.55,315.4,29.19,14.31,1.59,0.0
20230428:0810,345.14,428.28,39.29,15.92,1.66,0.0
20230428:0910,636.06,809.04,48.38,17.32,1.59,0.0
20230428:1010,731.68,954.09,55.36,18.41,1.52,0.0
20230428:1110,772.26,1031.57,58.62,19.55,1.17,0.0
20230428:1210,707.01,937.86,56.98,20.59,1.17,0.0
20230428:1310,671.14,891.76,51.07,21.49,0.9,0.0
20230428:1410,545.4,715.26,42.55,21.39,0.34,0.0
20230428:1510,374.31,484.36,32.71,21.71,0.41,0.0
20230428:1610,138.81,190.14,22.31,21.8,0.62,0.0
20230428:1710,45.93,75.89,11.82,21.35,0.55,0.0
20230428:1810,0.0,0.0,0.0,19.89,1.1,0.0
20230428:1910,0.0,0.0,0.0,17.55,2.55,0.0
20230428:2010,0.0,0.0,0.0,16.11,2.83,0.0
20230428:2110,0.0,0.0,0.0,15.11,2.83,0.0
20230428:2210,0.0,0.0,0.0,14.28,2.62,0.0
20230428:2310,0.0,0.0,0.0,13.87,2.55,0.0
20230429:0010,0.0,0.0,0.0,13.38,2.48,0.0
20230429:0110,0.0,0.0,0.0,13.26,2.55,0.0
20230429:0210,0.0,0.0,0.0,12.96,2.62,0.0
20230429:0310,0.0,0.0,0.0,12.9,2.34,0.0
20230429:0410,0.0,0.0,0.0,12.49,2.21,0.0
20230429:0510,1.92,10.07,8.52,12.32,1.72,0.0
20230429:0610,8.77,21.71,18.96,13.5,1.31,0.0
20230429:0710,40.43,64.21,29.44,14.95,0.55,0.0
20230429:0810,181.53,233.62,39.55,16.14,0.76,0.0
20230429:0910,525.91,663.52,48.65,17.42,1.38,0.0
20230429:1010,437.14,550.13,55.66,18.97,2.0,0.0
20230429:1110,575.86,738.37,58.94,20.44,2.0,0.0
20230429:1210,554.14,717.38,57.27,21.17,1.38,0.0
20230429:1310,432.21,556.91,51.32,21.94,1.03,0.0
20230429:1410,224.66,292.96,42.77,22.47,1.1,0.0
20230429:1510,171.63,227.46,32.91,22.46,1.45,0.0
20230429:1610,172.95,234.22,22.5,22.41,2.21,0.0
20230429:1710,51.91,93.05,12.01,21.71,2.62,0.0
20230429:1810,0.0,0.84,1.8,20.19,2.76,0.0
20230429:1910,0.0,0.0,0.0,18.15,2.0,0.0
20230429:2010,0.0,0.0,0.0,17.09,2.0,0.0
